CLAVE,CLAVE ALTERNA,DESCRIPCION,SERVICIO (S/N),INV_MIN,INV_MAX,PRECIO COMPRA,PRECIO 1,PRECIO 2,MAYOREO 2,PRECIO 3,MAYOREO 3,PRECIO 4,MAYOREO 4,EXIST.,PESO,CARACTERISTICAS,DEPARTAMENTO,CATEGORIA,RECETA (S/N),GRANEL (S/N),IMPUESTO (S/N)
121 Z18,,PERFIL CHAMBRANA PLANA 25 X 57 MM ZINTRO CALIBRE 18,false,0,0,218.2656,261.91872,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.8400,,VENTAS,ZINTRO,N,N,S
121 Z20,,PERFIL CHAMBRANA PLANA 25 X 57 MM ZINTRO CALIBRE 20,false,0,0,165.9264,199.11168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.9600,,VENTAS,ZINTRO,N,N,S
122 Z18,,PERFIL ESCALONADO CON UNA CEJA 25 X 57 MM ZINTRO CALIBRE 18,false,0,0,209.0784,250.89408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.5100,,VENTAS,ZINTRO,N,N,S
122 Z20,,PERFIL ESCALONADO CON UNA CEJA 25 X 57 MM ZINTRO CALIBRE 20,false,0,0,157.0176,188.42112,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.6400,,VENTAS,ZINTRO,N,N,S
123 Z18,,PERFIL Z RANURADO 25 X 25 MM ZINTRO CALIBRE 18,false,0,0,231.9072,278.28864,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.3300,,VENTAS,ZINTRO,N,N,S
123 Z20,,PERFIL Z RANURADO 25 X 25 MM ZINTRO CALIBRE 20,false,0,0,173.4432,208.13184,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.2300,,VENTAS,ZINTRO,N,N,S
124 Z18,,PERFIL RIEL 30 X 38 MM ZINTRO CALIBRE 18,false,0,0,115.8144,138.97728,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4.1600,,VENTAS,ZINTRO,N,N,S
131 Z20,,PERFIL ANGULO MOSQUITERO 21 X 21 MM ZINTRO CALIBRE 20,false,0,0,109.6896,131.62752,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3.9400,,VENTAS,ZINTRO,N,N,S
144 Z18,,PERFIL T DE CAJA 35 X 51 MM ZINTRO CALIBRE 18,false,0,0,252.2304,302.67648,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.0600,,VENTAS,ZINTRO,N,N,S
154 Z18,,PERFIL VAGUETA 10 X 10 MM ZINTRO CALIBRE 18,false,0,0,40.9248,49.10976,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1.4700,,VENTAS,ZINTRO,N,N,S
154 Z20,,PERFIL VAGUETA 10 X 10 MM ZINTRO CALIBRE 20,false,0,0,30.624,36.7488,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1.1000,,VENTAS,ZINTRO,N,N,S
1400 Z18,,PERFIL RIEL PUERTA 33 X 40 MM ZINTRO CALIBRE 18,false,0,0,201.0048,241.20576,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.2200,,VENTAS,ZINTRO,N,N,S
1500 Z14,,PERFIL RIEL SAGUAN 62 X 45 MM ZINTRO CALIBRE 14,false,0,0,461.2392,553.48704,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,16.9200,,VENTAS,ZINTRO,N,N,S
P100 Z18,,PERFIL MARCO PARA PUERTA 25 X 38 MM ZINTRO CALIBRE 18,false,0,0,224.112,268.9344,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.0500,,VENTAS,ZINTRO,N,N,S
P100 Z20,,PERFIL MARCO PARA PUERTA 25 X 38 MM ZINTRO CALIBRE 20,false,0,0,169.824,203.7888,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.1000,,VENTAS,ZINTRO,N,N,S
P126 Z18,,PERFIL CHAMBRANA CERRADA 25 X 57 MM ZINTRO CALIBRE 18,false,0,0,286.4736,343.76832,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.2900,,VENTAS,ZINTRO,N,N,S
P126 Z20,,PERFIL CHAMBRANA CERRADA 25 X 57 MM ZINTRO CALIBRE 20,false,0,0,217.7088,261.25056,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.8200,,VENTAS,ZINTRO,N,N,S
P150 Z18,,PERFIL MARCO PARA PUERTA 38 X 38 MM ZINTRO CALIBRE 18,false,0,0,267.264,320.7168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.6000,,VENTAS,ZINTRO,N,N,S
P150 Z20,,PERFIL MARCO PARA PUERTA 38 X 38 MM ZINTRO CALIBRE 20,false,0,0,202.3968,242.87616,0.000000,0.000,0.000000,0.000,0.000000,0.000,14.0000,7.2700,,VENTAS,ZINTRO,N,N,S
P200 Z18,,PERFIL MARCO PARA PUERTA 38 X 51 MM ZINTRO CALIBRE 18,false,0,0,305.4048,366.48576,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.9700,,VENTAS,ZINTRO,N,N,S
P200 Z20,,PERFIL MARCO PARA PUERTA 38 X 51 MM ZINTRO CALIBRE 20,false,0,0,231.072,277.2864,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.3000,,VENTAS,ZINTRO,N,N,S
P250 Z18,,PERFIL MARCO PARA PUERTA 38 X 64 MM ZINTRO CALIBRE 18,false,0,0,348,417.6,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,12.5000,,VENTAS,ZINTRO,N,N,S
P250 Z20,,PERFIL MARCO PARA PUERTA 38 X 64 MM ZINTRO CALIBRE 20,false,0,0,262.2528,314.70336,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.4200,,VENTAS,ZINTRO,N,N,S
P300 Z18,,PERFIL MARCO PARA PUERTA 38 X 76 MM ZINTRO CALIBRE 18,false,0,0,386.1408,463.36896,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,13.8700,,VENTAS,ZINTRO,N,N,S
P300 Z20,,PERFIL MARCO PARA PUERTA 38 X 76 MM ZINTRO CALIBRE 20,false,0,0,290.3712,348.44544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.4300,,VENTAS,ZINTRO,N,N,S
P400 Z18,,PERFIL MARCO PARA PUERTA 38 X 102 MM ZINTRO CALIBRE 18,false,0,0,466.32,559.584,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,16.7500,,VENTAS,ZINTRO,N,N,S
K100 Z18,,PERFIL CONTRAMARCO 25 X 38 MM ZINTRO CALIBRE 18,false,0,0,248.3328,297.99936,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.9200,,VENTAS,ZINTRO,N,N,S
K127 Z18,,PERFIL CONTRAMARCO 25 X 57 MM ZINTRO CALIBRE 18,false,0,0,309.024,370.8288,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,11.1000,,VENTAS,ZINTRO,N,N,S
K127 Z20,,PERFIL CONTRAMARCO 25 X 57 MM ZINTRO CALIBRE 20,false,0,0,246.9408,296.32896,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.8700,,VENTAS,ZINTRO,N,N,S
K150 Z18,,PERFIL CONTRAMARCO 38 X 38 MM ZINTRO CALIBRE 18,false,0,0,289.536,347.4432,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.4000,,VENTAS,ZINTRO,N,N,S
K300 Z18,,PERFIL CONTRAMARCO 38 X 50 MM ZINTRO CALIBRE 18,false,0,0,423.168,507.8016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,15.2000,,VENTAS,ZINTRO,N,N,S
M129 Z18,,PERFIL CONTRAMARCO PARA PUERTA 40 X 57 MM ZINTRO CALIBRE 18,false,0,0,209.3568,251.22816,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.5200,,VENTAS,ZINTRO,N,N,S
M129 Z20,,PERFIL MARCO PARA PUERTA 40 X 57 MM ZINTRO CALIBRE 20,false,0,0,157.0176,188.42112,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.6400,,VENTAS,ZINTRO,N,N,S
170 Z20,,PERFIL DUELA DOBLE 10 X 170 MM ZINTRO CALIBRE 20,false,0,0,256.128,307.3536,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.2000,,VENTAS,ZINTRO,N,N,S
171 Z20,,PERFIL DUELA SENCILLA 10 X 85 MM ZINTRO CALIBRE 20,false,0,0,145.0464,174.05568,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.2100,,VENTAS,ZINTRO,N,N,S
160 Z18,,PERFIL PASAMANOS 30 X 63 MM ZINTRO CALIBRE 18,false,0,0,240.5376,288.64512,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.6400,,VENTAS,ZINTRO,N,N,S
"TI 1/2"" C18",,"TUBO INDUSTRIAL 1/2"" CALIBRE 18",false,0,0,61.103,73.3236,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2.1500,,VENTAS,TUBO NEGRO,N,N,S
"TI 1/2"" C20",,"TUBO INDUSTRIAL 1/2"" CALIBRE 20",false,0,0,47.1772,56.61264,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1.6600,,VENTAS,TUBO NEGRO,N,N,S
"TI 5/8"" C18",,"TUBO INDUSTRIAL 5/8"" CALIBRE 18",false,0,0,77.3024,92.76288,0.000000,0.000,0.000000,0.000,0.410000,0.000,0.0000,2.7200,,VENTAS,TUBO NEGRO,N,N,S
"TI 5/8"" C20",,"TUBO INDUSTRIAL 5/8"" CALIBRE 20",false,0,0,57.9768,69.57216,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2.0400,,VENTAS,TUBO NEGRO,N,N,S
"TI 3/4"" C18",,"TUBO INDUSTRIAL 3/4"" CALIBRE 18",false,0,0,88.044,105.6528,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3.3000,,VENTAS,TUBO NEGRO,N,N,S
"TI 3/4"" C20",,"TUBO INDUSTRIAL 3/4"" CALIBRE 20",false,0,0,66.9668,80.36016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2.5100,,VENTAS,TUBO NEGRO,N,N,S
"TI 7/8"" C18",,"TUBO INDUSTRIAL 7/8"" CALIBRE 18",false,0,0,104.052,124.8624,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3.9000,,VENTAS,TUBO NEGRO,N,N,S
"TI 7/8"" C20",,"TUBO INDUSTRIAL 7/8"" CALIBRE 20",false,0,0,78.706,94.4472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2.9500,,VENTAS,TUBO NEGRO,N,N,S
"TI 1"" C16",,"TUBO INDUSTRIAL 1"" CALIBRE 16",false,0,0,147.0068,176.40816,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.5100,,VENTAS,TUBO NEGRO,N,N,S
"TI 1"" C18",,"TUBO INDUSTRIAL 1"" CALIBRE 18",false,0,0,118.4592,142.15104,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4.4400,,VENTAS,TUBO NEGRO,N,N,S
"TI 1"" C20",,"TUBO INDUSTRIAL 1"" CALIBRE 20",false,0,0,90.1784,108.21408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,3.3800,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 1/4"" C16",,"TUBO INDUSTRIAL 1 1/4"" CALIBRE 16",false,0,0,186.2264,223.47168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.9800,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 1/4"" C18",,"TUBO INDUSTRIAL 1 1/4"" CALIBRE 18",false,0,0,152.8764,183.45168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.7300,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 1/4"" C20",,"TUBO INDUSTRIAL NEGRO 1 1/4"" CALIBRE 20",false,0,0,113.6568,136.38816,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4.2600,,VENTAS,TUBO NEGRO,N,N,S
TI 20X40 C16,,TUBO INDUSTRIAL NEGRO OVALADO 20X40 MM CALIBRE 16,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.9500,,VENTAS,TUBO NEGRO,N,N,S
TI 20X40 C18,,TUBO INDUSTRIAL NEGRO OVALADO 20X40 MM CALIBRE 18,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.6400,,VENTAS,TUBO NEGRO,N,N,S
TI 15X29 C18,,TUBO INDUSTRIAL NEGRO OVALADO 15 X 29 MM CALIBRE 18,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,4.0800,,VENTAS,TUBO NEGRO,N,N,S
"M 3""X6 C14",,"MONTEN PINTADO 3""X6 PATIN 1 1/2"" CALIBRE 14",false,0,0,308.154,369.7848,0.000000,0.000,0.000000,0.000,0.000000,0.000,-7.0000,15.1800,,VENTAS,PTR,N,N,S
"TI 1 1/2"" C16",,"TUBO INDUSTRIAL 1 1/2"" CALIBRE 16",false,0,0,223.0448,267.65376,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.3600,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 1/2"" C18",,"TUBO INDUSTRIAL 1 1/2"" CALIBRE 18",false,0,0,181.9576,218.34912,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.8200,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 1/2"" C20",,"TUBO INDUSTRIAL 1 1/2"" CALIBRE 20",false,0,0,136.8684,164.24208,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,5.1300,,VENTAS,TUBO NEGRO,N,N,N
"TI 1 3/4"" C16",,"TUBO INDUSTRIAL 1 3/4"" CALIBRE 16",false,0,0,261.464,313.7568,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.8000,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 3/4"" C18",,"TUBO INDUSTRIAL 1 3/4"" CALIBRE 18",false,0,0,212.6396,255.16752,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,7.9700,,VENTAS,TUBO NEGRO,N,N,S
"TI 1 3/4"" C20",,"TUBO INDUSTRIAL 1 3/4"" CALIBRE 20",false,0,0,160.08,192.096,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.0000,,VENTAS,TUBO NEGRO,N,N,S
"TI 2"" C16",,"TUBO INDUSTRIAL 2"" CALIBRE 16",false,0,0,303.3516,364.02192,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,11.3700,,VENTAS,TUBO NEGRO,N,N,S
"TI 2"" C18",,"TUBO INDUSTRIAL 2"" CALIBRE 18",false,0,0,244.122,292.9464,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,9.1500,,VENTAS,TUBO NEGRO,N,N,S
"TI 2"" C20",,"TUBO INDUSTRIAL 2"" CALIBRE 20",false,0,0,182.4912,218.98944,0.000000,0.000,0.000000,0.000,0.000000,0.000,-1.0000,6.8400,,VENTAS,TUBO NEGRO,N,N,S
"TI 2 1/2"" C16",,"TUBO INDUSTRIAL 2 1/2"" CALIBRE 16",false,0,0,382.858,459.4296,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,14.3500,,VENTAS,TUBO NEGRO,N,N,S
"TI 2 1/2"" C18",,"TUBO INDUSTRIAL 2 1/2"" CALIBRE 18",false,0,0,308.154,369.7848,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,11.5500,,VENTAS,TUBO NEGRO,N,N,S
"TI 3"" C16",,"TUBO INDUSTRIAL 3"" CALIBRE 16",false,0,0,453.0264,543.63168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,16.9800,,VENTAS,TUBO NEGRO,N,N,S
"TI 3"" C18",,"TUBO INDUSTRIAL 3"" CALIBRE 18",false,0,0,369.7848,443.74176,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,13.8600,,VENTAS,TUBO NEGRO,N,N,S
"TI 3"" C20",,"TUBO INDUSTRIAL 3"" CALIBRE 20",false,0,0,275.8712,331.04544,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.3400,,VENTAS,TUBO NEGRO,N,N,S
"M 3""X6 C16",,"MONTEN PINTADO 3""X6 PATIN 1 1/2"" CALIBRE 16",false,0,0,254.9448,305.93376,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,12.2100,,VENTAS,PTR,N,N,S
"M 4""X4 C14",,"MONTEN PINTADO 4""X4 PATIN 2"" CALIBRE 14",false,0,0,267.148,320.5776,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,13.1600,,VENTAS,PTR,N,N,S
"M 4""X5 C14",,"MONTEN PINTADO 4""X5 PATIN 2"" CALIBRE 14",false,0,0,333.935,400.722,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,16.4500,,VENTAS,PTR,N,N,S
"M 4""X6 C14",,"MONTEN PINTADO 4""X6 PATIN 2"" CALIBRE 14",false,0,0,400.722,480.8664,0.000000,0.000,0.000000,0.000,0.000000,0.000,-4.0000,19.7400,,VENTAS,PTR,N,N,S
"M 4""X6 C16",,"MONTEN PINTADO 4""X6 PATIN 2"" CALIBRE 16",false,0,0,332.2008,398.64096,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,15.9100,,VENTAS,PTR,N,N,S
"M 5""X5 C14",,"MONTEN PINTADO 5""X5 PATIN 2"" CALIBRE 14",false,0,0,370.475,444.57,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,18.2500,,VENTAS,PTR,N,N,S
"M 5""X6 C14",,"MONTEN PINTADO 5""X6 PATIN 2"" CALIBRE 14",false,0,0,444.57,533.484,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,21.9000,,VENTAS,PTR,N,N,S
"M 6""X6 C14",,"MONTEN PINTADO 6""X6 PATIN 2"" CALIBRE 14",false,0,0,492.072,590.4864,0.000000,0.000,0.000000,0.000,0.000000,0.000,-4.0000,24.2400,,VENTAS,PTR,N,N,S
"M 8""X6  C14",,"MONTEN PINTADO 8""X6 PATIN 2 3/4"" CALIBRE 14",false,0,0,666.246,799.4952,0.000000,0.000,0.000000,0.000,0.000000,0.000,-12.0000,32.8200,,VENTAS,PTR,N,N,S
"M 8""X8 C12",,"MONTEN PINTADO 8""X8 PATIN 2 3/4"" CALIBRE 12",false,0,0,1214.752,1457.7024,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,59.8400,,VENTAS,PTR,N,N,S
"M 8""X8 C14",,"MONTEN PINTADO 8""X8 PATIN 2 3/4"" CALIBRE 14",false,0,0,888.328,1065.9936,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,43.7600,,VENTAS,PTR,N,N,S
"M 10""X10 C14",,"MONTEN PINTADO 10""X10 PATIN 2 3/4"" CALIBRE 14",false,0,0,1252.51,1503.012,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,61.7000,,VENTAS,PTR,N,N,S
"M 12""X12 C14",,"MONTEN PINTADO 12""X12 PATIN 3 1/2"" CALIBRE 14",false,0,0,1858.668,2230.4016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,91.5600,,VENTAS,PTR,N,N,S
"PTR 3/4"" C14",,"PTR 3/4 X 3/4"" AZUL CALIBRE 14",false,0,0,127.89,153.468,0.000000,0.000,0.000000,0.000,0.000000,0.000,15.0000,6.3000,,VENTAS,PTR,N,N,S
"PTR 1"" C16",,"PTR 1 X 1"" NARANJA CALIBRE 16",false,0,0,145.3248,174.38976,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,6.9600,,VENTAS,PTR,N,N,S
"PTR 1"" C14",,"PTR 1 X 1"" AZUL CALIBRE 14",false,0,0,174.174,209.0088,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.5800,,VENTAS,PTR,N,N,S
"PTR 1"" C13",,"PTR 1 X 1"" ROSA CALIBRE 13",false,0,0,207.06,248.472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,10.2000,,VENTAS,PTR,N,N,S
"PTR 1"" C10",,"PTR 1 X 1"" VERDE CALIBRE 10",false,0,0,310.59,372.708,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,15.3000,,VENTAS,PTR,N,N,S
"PTR 1 1/4"" C16",,"PTR 1 1/4 X 1 1/4"" NARANJA CALIBRE 16",false,0,0,185.832,222.9984,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.9000,,VENTAS,PTR,N,N,S
"PTR 1 1/4"" C14",,"PTR 1 1/4 X 1 1/4"" AZUL CALIBRE 14",false,0,0,222.894,267.4728,0.000000,0.000,0.000000,0.000,0.000000,0.000,19.0000,10.9800,,VENTAS,PTR,N,N,S
"PTR 1 1/4"" C13",,PTR 1 1/4 X 1 1/4 ROSA CALIBRE 13,false,0,0,265.524,318.6288,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,13.0800,,VENTAS,PTR,N,N,S
"PTR 1 1/2"" C16",,"PTR 1 1/2 X 1 1/2"" NARANJA CALIBRE 16",false,0,0,223.416,268.0992,0.000000,0.000,0.000000,0.000,0.000000,0.000,-15.0000,10.7000,,VENTAS,PTR,N,N,S
"PTR 1 1/2"" C14",,"PTR 1 1/2 X 1 1/2"" AZUL CALIBRE 14",false,0,0,266.742,320.0904,0.000000,0.000,0.000000,0.000,0.000000,0.000,-4.0000,13.1400,,VENTAS,PTR,N,N,S
"PTR 1 1/2"" C12",,"PTR 1 1/2 X 1 1/2"" BLANCO CALIBRE 12",false,0,0,372.708,447.2496,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,18.3600,,VENTAS,PTR,N,N,S
"PTR 1 1/2"" C11",,"PTR 1 1/2 X 1 1/2"" AMARILLO CALIBRE 11",false,0,0,425.082,510.0984,0.000000,0.000,0.000000,0.000,0.000000,0.000,-3.0000,20.9400,,VENTAS,PTR,N,N,S
"PTR 1 1/2"" C10",,"PTR 1 1/2 X 1 1/2"" VERDE CALIBRE 10",false,0,0,475.02,570.024,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,23.4000,,VENTAS,PTR,N,N,S
"PTR 1 X 2"" C14",,"PTR 1 X 2"" AZUL CALIBRE 14",false,0,0,266.742,320.0904,0.000000,0.000,0.000000,0.000,0.000000,0.000,9.0000,13.1400,,VENTAS,PTR,N,N,S
"PTR 2"" C16",,"PTR 2 X 2"" NARANJA CALIBRE 16",false,0,0,300.672,360.8064,0.000000,0.000,0.000000,0.000,0.000000,0.000,2.0000,14.4000,,VENTAS,PTR,N,N,S
"PTR 2"" C14",,"PTR 2 X 2"" AZUL CALIBRE 14",false,0,0,362.964,435.5568,0.000000,0.000,0.000000,0.000,0.000000,0.000,16.0000,17.8800,,VENTAS,PTR,N,N,S
"PTR 2"" C12",,"PTR 2 X 2"" BLANCO CALIBRE 12",false,0,0,503.034,603.6408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,24.7800,,VENTAS,PTR,N,N,S
"PTR 2"" C11",,"PTR 2 X 2"" AMARILLO CALIBRE 11",false,0,0,572.46,686.952,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,28.2000,,VENTAS,PTR,N,N,S
"PTR 2"" C10",,"PTR 2 X 2"" VERDE CALIBRE 10",false,0,0,640.668,768.8016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,31.5600,,VENTAS,PTR,N,N,S
"PTR 1 1/4 X 2 1/2"" C14",,"PTR 1 1/4 X 2 1/2"" AZUL CALIBRE 14",false,0,0,338.604,406.3248,0.000000,0.000,0.000000,0.000,0.000000,0.000,5.0000,16.6800,,VENTAS,PTR,N,N,S
"PTR 1 1/2 X 2 1/2"" C14",,"PTR 1 1/2 X 2 1/2"" AZUL CALIBRE 14",false,0,0,362.964,435.5568,0.000000,0.000,0.000000,0.000,0.000000,0.000,-7.0000,17.8800,,VENTAS,PTR,N,N,S
"PTR 2 1/2"" C14",,"PTR 2 1/2 X 2 1/2"" AZUL CALIBRE 14",false,0,0,453.096,543.7152,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,22.3200,,VENTAS,PTR,N,N,S
"PTR 2 1/2"" C11",,"PTR 2 1/2 X 2 1/2"" AMARILLO CALIBRE 11",false,0,0,717.402,860.8824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,35.3400,,VENTAS,PTR,N,N,S
"PTR 2 1/2"" C10",,"PTR 2 1/2 X 2 1/2"" VERDE CALIBRE 10",false,0,0,803.88,964.656,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,39.6000,,VENTAS,PTR,N,N,S
"PTR 2 1/2"" C7",,"PTR 2 1/2"" X 2 1/2"" ROJO CALIBRE 7",false,0,0,1080.975,1297.17,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,53.2500,,VENTAS,PTR,N,N,S
"PTR 3 X 2"" C14",,"PTR 3 X 2"" AZUL CALIBRE 14",false,0,0,453.096,543.7152,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,22.3200,,VENTAS,PTR,N,N,S
"PTR 3 X 2"" C11",,"PTR 3 X 2"" AMARILLO CALIBRE 11",false,0,0,717.402,860.8824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,35.3400,,VENTAS,PTR,N,N,S
"PTR 3 X 2"" C10",,"PTR 3 X 2"" VERDE CALIBRE 10",false,0,0,803.88,964.656,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,39.6000,,VENTAS,PTR,N,N,S
"PTR 3 X 2"" C7",,"PTR 3 X 2"" ROJO CALIBRE 7",false,0,0,1032.7422,1239.29064,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,50.8740,,VENTAS,PTR,N,N,S
"PTR 3"" C14",,"PTR 3 X 3"" AZUL CALIBRE 14",false,0,0,545.664,654.7968,0.000000,0.000,0.000000,0.000,0.000000,0.000,-3.0000,26.8800,,VENTAS,PTR,N,N,S
"PTR 3"" C11",,"PTR 3 X 3"" AMARILLO CALIBRE 11",false,0,0,862.344,1034.8128,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,42.4800,,VENTAS,PTR,N,N,S
"PTR 3"" C10",,"PTR 3 X 3"" VERDE CALIBRE 10",false,0,0,967.092,1160.5104,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,47.6400,,VENTAS,PTR,N,N,S
"PTR 3"" C7",,"PTR 3 X 3"" ROJO CALIBRE 7",false,0,0,1268.0192,1521.62304,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,62.4640,,VENTAS,PTR,N,N,S
"PTR 3 1/2"" C14",,"PTR 3 1"" X 3 1/2"" AZUL CALIBRE 14",false,0,0,637.014,764.4168,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,31.3800,,VENTAS,PTR,N,N,S
"PTR 3 1/2"" C11",,"PTR 3 1/2 X 3 1/2"" AMARILLO CALIBRE 11",false,0,0,1008.504,1210.2048,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,49.6800,,VENTAS,PTR,N,N,N
"PTR 3 1/2"" C10",,"PTR 3 1/2 X 3 1/2"" VERDE CALIBRE 10",false,0,0,1130.304,1356.3648,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,55.6800,,VENTAS,PTR,N,N,S
